FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,PEG,Public Service Enterprise Group,,54.68,156711.12404841324,167468.74840828782,8568964.262967236
Equities,RTX,RTX Corporation,,79.89,133239.71530927412,-151573.379420346,10644520.85605791
Equities,TTWO,Take-Two Interactive,,109.0,153433.14722501466,-8328.877007090377,16724213.047526598
Equities,AJG,Arthur J. Gallagher & Co.,,169.81,174961.62905891897,112066.60981387718,29710234.230495032
Equities,BG,Bunge Limited,,80.49,191266.27253856458,69318.553029033,15395022.276629062
Equities,PH,Parker Hannifin,,238.31,168271.43335154373,195044.15942486693,40100765.28200639
Equities,KLAC,KLA Corporation,,298.77,70035.18178200784,366287.0035926354,20924411.261010483
Equities,DOW,Dow Inc.,,42.19,149374.35524397824,66562.46866188696,6302104.047743442
Equities,CPRT,Copart,,26.6,174656.5644881086,-34811.99989182346,4645864.615383688
Equities,CCL,Carnival,,7.03,3360.8288119810722,-626.0477794599545,23626.626548226937
Equities,AEP,American Electric Power,,83.23,22243.09729720522,26746.314442697236,1851292.9880463905
Equities,HCA,HCA Healthcare,,182.54,21317.393530209356,10813.139969521595,3891277.0150044155
Equities,QRVO,Qorvo,,79.41,183477.0936580889,65191.8585883252,14569916.00738884
Equities,MCK,McKesson,,338.4,182719.34602280767,-24700.948629008206,61832226.69411811
Equities,CRL,Charles River Laboratories,,196.8,110310.52983972963,104784.22030474743,21709112.27245879
Equities,IQV,IQVIA,,181.14,105305.0139825677,-182890.67356163633,19074950.232802313
Government Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,NL0011819040,104.29,31784.878374637767,401.8415461344638,3314844.9656909727
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,179.07,4272.244947498976,491.56050794445525,765030.9027486417
Government Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,GB00B73ZYW09,270.98,4903.129787497135,-372.9524384937411,1328650.1098159738
Government Bond,GB00B7RN0G65,UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,GB00B7RN0G65,224.54,4689.847255551211,-188.4071585322581,1053058.3027614688
Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.21,1855.0907715766555,-9.805293557224521,234131.00628068967
Government Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,GB00BNNGP882,212.66,1248.6916457863279,-59.83048194439381,265546.76539292047
Government Bond,US9128283R96,TSY INFL IX N/B 0.5% 01/15/2028 ,US9128283R96,125.54,11365.637278155278,-71.19925370513658,1426842.1038996137
Government Bond,US912810QV35,TSY INFL IX N/B 0.75% 02/15/2042,US912810QV35,154.71,8941.58057186959,22.081261156358526,1383351.9302739443
Government Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,GB00BMBL1F74,87.9,6551.054061146696,53.4945436606423,575837.6519747946
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,US912828WU04,124.2,12912.18858900266,-337.6122704464129,1603693.8227541305
Government Bond,ES0000012C12,SPAIN I/L BOND 0.7 % 11/30/2033 144A ,ES0000012C12,130.31,5300.1791663710765,63.756390809350656,690666.347169815
Government Bond,GB00B4PTCY75,UNITED KINGDOM I/L GILT 0.375% 03/22/2062 REGS,GB00B4PTCY75,349.42,5066.5491864138285,573.4625001912067,1770353.61671672
Government Bond,GB00B54QLM75,UNITED KINGDOM GILT 4% 01/22/2060 REGS,GB00B54QLM75,194.37,8510.571353030906,-80.76410854201754,1654199.7538886173
Government Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,IT0004243512,134.92,5459.751172658587,-31.86464176059348,736629.6282150965
Government Bond,GB00BLH38265,UNITED KINGDOM I/L GILT 0.125% 03/22/2039 REGS,GB00BLH38265,166.5,881.6330560692571,-22.29734851853933,146791.90383553132
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.32,6181.918467673327,192.91566514904895,749990.3484981279
Government Bond,US912810SG40,TSY INFL IX N/B 1% 02/15/2049,US912810SG40,156.01,5507.138451458834,7.844684516366947,859168.6698120927
Government Bond,US91282CCA71,TSY INFL IX N/B 0.125% 04/15/2026 ,US91282CCA71,113.87,10357.400956618845,126.49006719423538,1179397.246930188
Government Bond,JP1201401C92,JAPAN (20 YEAR ISSUE) 1.7 % 09/20/2032 ,JP1201401C92,116.6,5866230.870856764,4569.719443991768,684002519.5418986
CASH,USDCURR,CASH,,,,,115970350.90277171
