FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,SYK,Stryker Corporation,,227.34,83969.53496885393,294685.4653831504,19089634.07981925
Equities,VLO,Valero Energy,,121.67,36749.70248097406,-72791.53913758494,4471336.300860114
Equities,NOC,Northrop Grumman,,540.5,157430.10732659826,732792.5344236725,85090973.01002635
Equities,DHI,D.R. Horton,,76.13,28527.49570300587,22553.91851153862,2171798.2478698366
Equities,ANSS,Ansys,,221.16,40644.291921211894,-652.305854095173,8988891.601295222
Equities,TJX,TJX Companies,,70.96,126491.919043115,-63077.962441577954,8975866.57529944
Equities,EMR,Emerson Electric,,84.59,9378.79050985251,3184.403214217759,793351.8892284238
Equities,MLM,Martin Marietta Materials,,334.2,167589.98598251885,-241476.3861679095,56008573.3153578
Equities,DHR,Danaher Corporation,,250.86,161161.17669711311,-136255.35025119633,40428892.7862378
Equities,EA,Electronic Arts,,125.37,29725.43718207387,-6432.153393676243,3726678.0595166013
Equities,SBUX,Starbucks,,84.79,101029.60568212367,39562.16578367956,8566300.265787266
Equities,MRNA,Moderna,,150.33,6927.081417729289,1532.5570474535891,1041348.149527244
Equities,TROW,T. Rowe Price,,102.75,6793.999557979811,594.6711717574882,698083.4545824255
Equities,AMP,Ameriprise Financial,,304.14,21038.126366058143,181483.9880670172,6398535.752972923
Equities,ATVI,Activision Blizzard,,72.02,85731.94827458242,-5265.803500699599,6174414.914735425
Equities,JPM,JPMorgan Chase,,123.14,159109.1226668837,-291933.3359358858,19592697.365200058
Equities,WY,Weyerhaeuser,,29.58,80251.22780745348,-12669.433996414935,2373831.318544474
Equities,GWW,W. W. Grainger,,578.0,7341.273113534206,-27912.71552100486,4243255.859622771
Equities,LDOS,Leidos,,100.42,102895.34510870381,-128885.26320885053,10332750.555816038
Equities,PTC,PTC,,117.83,116371.691956689,-59203.75841236958,13712076.463256665
Equities,JNJ,Johnson & Johnson,,169.11,9409.365214041109,-7050.1446020884405,1591217.751346492
Equities,PEG,Public Service Enterprise Group,,54.53,147914.48136608023,-6597.4820117500085,8065776.668892356
Equities,RTX,RTX Corporation,,92.53,139618.43121772798,-403134.8454142834,12918893.44057637
Equities,TTWO,Take-Two Interactive,,118.48,153509.925221024,-3639.2770108423388,18187855.940186925
Equities,AJG,Arthur J. Gallagher & Co.,,185.54,171853.65578046188,244442.09835064993,31885727.293506894
Equities,BG,Bunge Limited,,96.21,193608.3085288327,-184084.0288350756,18627055.363558993
Equities,PH,Parker Hannifin,,285.82,165373.93415281354,688300.9346583567,47267177.85955717
Equities,KLAC,KLA Corporation,,312.41,66609.1769823033,233653.5273398499,20809372.981041376
Equities,DOW,Dow Inc.,,44.89,149433.3207449134,-796.0342626245993,6708061.768239162
Equities,CPRT,Copart,,28.76,174568.18448381344,954.5040463875995,5020580.985754475
Equities,CCL,Carnival,,9.06,3506.195151092042,-1475.468341976345,31766.128068893904
Equities,AEP,American Electric Power,,84.65,21454.706710627794,5597.57316469978,1816140.9230546427
Equities,HCA,HCA Healthcare,,215.99,21713.02201275691,-66168.8637060782,4689795.624535365
Equities,QRVO,Qorvo,,86.08,187230.82106831504,-125186.80913104117,16116829.077560559
Equities,MCK,McKesson,,387.68,181640.22275800828,265895.97244657,70418281.55882466
Equities,CRL,Charles River Laboratories,,212.25,108466.62948756994,142441.30220433592,23022042.10873672
Equities,IQV,IQVIA,,209.67,103409.92829973513,270333.97265606746,21681959.66660546
Government Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,NL0011819040,104.59,30788.94167990445,1493.905042100034,3220215.410301206
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,179.28,4286.425981201502,-14.8900853876502,768470.4499098052
Government Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,GB00B73ZYW09,271.95,4965.641415468515,-303.1813956611671,1350406.1829366626
Government Bond,GB00B7RN0G65,UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,GB00B7RN0G65,224.96,4833.47709747155,-301.6226680327243,1087339.0078472
Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.37,1881.349962299706,-21.007352578443722,237746.19473581386
Government Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,GB00BNNGP882,213.42,1277.030384834024,-107.6872083812443,272543.8247312774
Government Bond,US9128283R96,TSY INFL IX N/B 0.5% 01/15/2028 ,US9128283R96,125.57,11157.972788181956,31.149673495969953,1401106.6430120082
Government Bond,US912810QV35,TSY INFL IX N/B 0.75% 02/15/2042,US912810QV35,154.42,8690.616840654762,-363.8974102615262,1342005.0525339083
Government Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,GB00BMBL1F74,88.21,6417.398803486379,207.1656493734741,566078.7484555334
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,US912828WU04,124.36,13041.178852175164,-103.19221053800064,1621801.0020565034
Government Bond,ES0000012C12,SPAIN I/L BOND 0.7 % 11/30/2033 144A ,ES0000012C12,130.46,5294.368724789446,4.35783118622393,690703.3438360312
Government Bond,GB00B4PTCY75,UNITED KINGDOM I/L GILT 0.375% 03/22/2062 REGS,GB00B4PTCY75,350.37,4999.6185706438155,317.92042490757694,1751716.3585964737
Government Bond,GB00B54QLM75,UNITED KINGDOM GILT 4% 01/22/2060 REGS,GB00B54QLM75,194.9,8413.141634789741,258.18875333910074,1639721.3046205207
Government Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,IT0004243512,135.04,5605.969875109778,-87.73122147071759,757030.1719348243
Government Bond,GB00BLH38265,UNITED KINGDOM I/L GILT 0.125% 03/22/2039 REGS,GB00BLH38265,166.81,881.722281153365,-0.1382988803671718,147080.0937191928
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.6,6169.781590344038,16.99162826100444,750245.441385835
Government Bond,US912810SG40,TSY INFL IX N/B 1% 02/15/2049,US912810SG40,155.75,5831.687493183192,421.91375424164966,908285.3270632821
Government Bond,US91282CCA71,TSY INFL IX N/B 0.125% 04/15/2026 ,US91282CCA71,113.89,10307.092407166592,5.030854945227866,1173874.7542522033
Government Bond,JP1201401C92,JAPAN (20 YEAR ISSUE) 1.7 % 09/20/2032 ,JP1201401C92,116.72,5924817.017574598,-35151.6880307019,691544642.2913071
CASH,USDCURR,CASH,,,,,116283688.98361108
