FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,MO,Altria,,43.7,105793.5950256172,1360.8985101535127,4623180.102619472
Equities,NVDA,Nvidia,,277.74,176118.48577923354,966210.336254003,48915148.240324326
Equities,FFIV,"F5, Inc.",,145.69,197481.19538886525,-34594.83418320014,28771035.35620378
Equities,IDXX,Idexx Laboratories,,500.08,79419.97803732597,-150863.1249472197,39716342.61690597
Equities,INTC,Intel,,32.42,88963.6535590527,-50988.12383085959,2884201.6483844887
Equities,SYK,Stryker Corporation,,284.76,87620.75522351911,-491679.46173289407,24950886.257449303
Equities,VLO,Valero Energy,,137.22,37252.47892239684,-27680.555922849195,5111785.157731295
Equities,NOC,Northrop Grumman,,457.74,160851.1300874506,53055.80644872181,73627996.28622964
Equities,DHI,D.R. Horton,,97.27,29648.52269184943,-17286.852439348975,2883911.802236194
Equities,ANSS,Ansys,,332.8,40942.25879283559,-136929.26655190083,13625583.726255685
Equities,TJX,TJX Companies,,77.73,121489.06482314806,-11997.585583068903,9443345.008703299
Equities,EMR,Emerson Electric,,86.12,9302.353749381014,1088.0772853117403,801118.704896693
Equities,MLM,Martin Marietta Materials,,354.47,165884.4907644986,-51348.78249549155,58801075.441291824
Equities,DHR,Danaher Corporation,,251.75,165752.5691055777,-83113.28628322583,41728209.27232919
Equities,EA,Electronic Arts,,120.27,30815.47998408345,-4564.366553869349,3706177.7776857163
Equities,SBUX,Starbucks,,103.06,103435.31622374886,6893.128481716199,10660043.690019557
Equities,MRNA,Moderna,,153.58,6662.965111457246,26409.856202407704,1023298.181817604
Equities,TROW,T. Rowe Price,,111.67,6744.17916945821,2225.026324349964,753122.4878533983
Equities,AMP,Ameriprise Financial,,303.86,21770.14484178784,222387.42449271528,6615076.211625652
Equities,ATVI,Activision Blizzard,,84.68,85177.91825537919,-114019.37795202181,7212866.11786551
Equities,JPM,JPMorgan Chase,,128.41,156369.9567577016,-43743.529569900704,20079466.147256464
Equities,WY,Weyerhaeuser,,29.93,78675.81157644991,4748.811186771332,2354767.040483146
Equities,GWW,W. W. Grainger,,685.1,7411.8406227552105,-10119.343286383015,5077852.0106495945
Equities,LDOS,Leidos,,91.66,101557.15582359213,15096.642376922737,9308728.902790453
Equities,PTC,PTC,,128.23,110333.32437365597,59630.29600993244,14148042.184433904
Equities,JNJ,Johnson & Johnson,,152.73,9302.353749381014,1143.6850285547384,1420748.4881429623
Equities,PEG,Public Service Enterprise Group,,61.88,148203.6443608282,64395.07701987418,9170841.51304805
Equities,RTX,RTX Corporation,,96.66,139865.34925289394,1108.3876245227175,13519384.658784728
Equities,TTWO,Take-Two Interactive,,119.3,151206.58534074452,338360.6284130515,18038945.631150823
Equities,AJG,Arthur J. Gallagher & Co.,,190.78,177137.2103538389,-29460.1333761301,33794236.99130538
Equities,BG,Bunge Limited,,94.29,193608.3085288327,-873.9792841736769,18255327.411183637
Equities,PH,Parker Hannifin,,333.34,166173.24427660118,31213.06033390621,55392189.24716223
Equities,KLAC,KLA Corporation,,396.75,67673.83186029913,32218.09453873564,26849592.790573683
Equities,DOW,Dow Inc.,,54.04,144583.408292997,-14376.526196752122,7813287.384153557
Equities,CPRT,Copart,,37.6,178191.76465991526,-33094.77640836827,6700010.351212814
Equities,CCL,Carnival,,10.15,3323.634138358782,-307.12904581414966,33734.88650434164
Equities,AEP,American Electric Power,,89.24,21358.614783177913,6238.113217450859,1906042.7832507968
Equities,HCA,HCA Healthcare,,263.12,21679.171447405246,-27463.915716954056,5704223.591241268
Equities,QRVO,Qorvo,,101.57,184916.6298979329,-185.8641727393337,18781982.098733045
Equities,MCK,McKesson,,355.55,180963.4844394053,32475.20869177193,64341566.89243055
Equities,CRL,Charles River Laboratories,,201.82,108423.4973155896,329663.503662967,21882030.22823229
Equities,IQV,IQVIA,,198.89,103377.98865339525,-65786.08956624038,20560848.16327378
Government Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,NL0011819040,104.29,31917.249707482068,-92.65993299100161,3328649.9719933053
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,179.3,4080.3839032883416,13.868216782619783,731612.8338595997
Government Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,GB00B73ZYW09,271.09,5109.821460628312,342.8057017785182,1385221.4997617288
Government Bond,GB00B7RN0G65,UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,GB00B7RN0G65,224.69,4752.1502664504305,173.23566198504605,1067760.6433687473
Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.15,1875.3904296533399,-27.06931469216599,236580.50270076885
Government Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,GB00BNNGP882,212.74,1281.1152481201786,28.389799838772646,272544.4578850868
Government Bond,US9128283R96,TSY INFL IX N/B 0.5% 01/15/2028 ,US9128283R96,125.43,11322.278758270737,170.2962919149087,1420153.4246498987
Government Bond,US912810QV35,TSY INFL IX N/B 0.75% 02/15/2042,US912810QV35,154.54,8679.975269013144,-312.81786638176163,1341403.3780732914
Government Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,GB00BMBL1F74,87.93,6421.291675068718,-26.568848549465045,564624.1769887925
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,US912828WU04,124.14,12792.411916056764,-533.0720059679348,1588050.0152592866
Government Bond,ES0000012C12,SPAIN I/L BOND 0.7 % 11/30/2033 144A ,ES0000012C12,130.48,5373.602019084409,-4.0144869109468875,701147.5914501337
Government Bond,GB00B4PTCY75,UNITED KINGDOM I/L GILT 0.375% 03/22/2062 REGS,GB00B4PTCY75,349.6,4995.68147559852,295.28212839711387,1746490.2438692425
Government Bond,GB00B54QLM75,UNITED KINGDOM GILT 4% 01/22/2060 REGS,GB00B54QLM75,194.47,8327.676969665912,-96.91693025043247,1619483.34029093
Government Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,IT0004243512,134.85,5449.267567577182,86.48974192159938,734833.7314877829
Government Bond,GB00BLH38265,UNITED KINGDOM I/L GILT 0.125% 03/22/2039 REGS,GB00BLH38265,166.6,902.7794010028078,24.411983011897398,150403.04820706777
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.32,6083.002917439622,7.100073237633957,737989.9139437749
Government Bond,US912810SG40,TSY INFL IX N/B 1% 02/15/2049,US912810SG40,155.9,5821.492235327976,7.476522427155233,907570.6394876315
Government Bond,US91282CCA71,TSY INFL IX N/B 0.125% 04/15/2026 ,US91282CCA71,113.77,10206.475308262088,17.351316035576204,1161190.6958209777
Government Bond,JP1201401C92,JAPAN (20 YEAR ISSUE) 1.7 % 09/20/2032 ,JP1201401C92,116.73,5710977.582054501,-34097.13738978094,666642413.153222
CASH,USDCURR,CASH,,,,,130062437.414265
