FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,ATVI,Activision Blizzard,,75.75,82970.19257279667,272.81781248618427,6284992.087389348
Equities,JPM,JPMorgan Chase,,137.92,157129.95654753246,-84306.14335277918,21671363.607035674
Equities,WY,Weyerhaeuser,,33.1,78374.97832630853,50551.86102046876,2594211.782600812
Equities,GWW,W. W. Grainger,,584.78,7318.751568038139,66828.18195047567,4279859.541957343
Equities,LDOS,Leidos,,98.03,103652.61501423213,28101.974987345464,10161065.849845175
Equities,PTC,PTC,,134.88,112089.32245127345,305983.2314758398,15118607.812227761
Equities,JNJ,Johnson & Johnson,,159.88,9621.477224349506,-14156.374677172898,1538281.7786289991
Equities,PEG,Public Service Enterprise Group,,60.77,153256.3872164243,5990.239722779119,9313390.651142105
Equities,RTX,RTX Corporation,,98.01,140414.05599770718,26142.446973195332,13761981.628335282
Equities,TTWO,Take-Two Interactive,,113.23,157118.4910334618,-125063.67769957322,17790526.73971888
Equities,AJG,Arthur J. Gallagher & Co.,,194.61,171456.52586154794,-23423.75860863839,33367154.497915845
Equities,BG,Bunge Limited,,97.21,191018.74027943058,-9927.94768557544,18568931.742563445
Equities,PH,Parker Hannifin,,322.1,168737.69759041988,-552802.8816115324,54350412.39387424
Equities,KLAC,KLA Corporation,,388.84,66936.7630986097,101285.53233548765,26027690.963263396
Equities,DOW,Dow Inc.,,57.8,149507.02762108232,-109905.79719303304,8641506.196498558
Equities,CPRT,Copart,,33.3,172181.92436784392,126130.6393298044,5733658.081449202
Equities,CCL,Carnival,,10.82,3326.3640226613356,828.7928742552108,35991.25872519565
Equities,AEP,American Electric Power,,91.31,21513.672211562945,-3501.2404110828365,1964413.4096378125
Equities,HCA,HCA Healthcare,,253.91,20612.878638827882,11455.031315002787,5233816.015184787
Equities,QRVO,Qorvo,,108.66,177919.390453628,321792.837736061,19332720.96669122
Equities,MCK,McKesson,,377.57,179097.8815070403,91227.06888140948,67621987.1206132
Equities,CRL,Charles River Laboratories,,243.25,107474.58953202203,-30068.515391796966,26143193.903664358
Equities,IQV,IQVIA,,229.41,104559.75556797063,356337.8583554504,23987053.52484814
Government Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,NL0011819040,104.34,30634.50845825276,-19.225360246417015,3196404.612534093
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,179.13,4287.260159654591,511.45566405068286,767976.9123989269
Government Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,GB00B73ZYW09,271.29,4922.286576714171,-57.34433614310092,1335367.1253967877
Government Bond,GB00B7RN0G65,UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,GB00B7RN0G65,224.87,4710.297862182252,59.02140192819677,1059204.680268923
Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.27,1859.746656456629,32.68431185742018,234830.21031077852
Government Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,GB00BNNGP882,212.9,1280.6046402094094,-28.594043003079115,272640.72790058324
Government Bond,US9128283R96,TSY INFL IX N/B 0.5% 01/15/2028 ,US9128283R96,125.52,11529.943248244059,114.10136811721031,1447238.4765195942
Government Bond,US912810QV35,TSY INFL IX N/B 0.75% 02/15/2042,US912810QV35,154.55,8927.391809680765,551.6324699723552,1379728.4041861624
Government Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,GB00BMBL1F74,88.0,6620.476937698414,-10.38099088623615,582601.9705174605
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,US912828WU04,124.26,13257.040108912825,-165.12069913255058,1647319.8039335075
Government Bond,ES0000012C12,SPAIN I/L BOND 0.7 % 11/30/2033 144A ,ES0000012C12,130.35,5134.31747031362,-260.59830493612145,669258.2822553803
Government Bond,GB00B4PTCY75,UNITED KINGDOM I/L GILT 0.375% 03/22/2062 REGS,GB00B4PTCY75,349.87,4825.402114889517,-177.75984129508828,1688263.4379363954
Government Bond,GB00B54QLM75,UNITED KINGDOM GILT 4% 01/22/2060 REGS,GB00B54QLM75,194.63,8467.839020468991,104.18142678595592,1648095.5085538798
Government Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,IT0004243512,134.98,5576.726134619539,-2.151897885130545,752746.4936509454
Government Bond,GB00BLH38265,UNITED KINGDOM I/L GILT 0.125% 03/22/2039 REGS,GB00BLH38265,166.74,896.17674477883,-26.209868456668914,149428.51042442213
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.38,5906.411352298468,-51.73343961610606,716920.209941988
Government Bond,US912810SG40,TSY INFL IX N/B 1% 02/15/2049,US912810SG40,155.8,5607.958223582631,-315.26002901182727,873719.891234174
Government Bond,US91282CCA71,TSY INFL IX N/B 0.125% 04/15/2026 ,US91282CCA71,113.84,10282.451484985899,44.867012470681864,1170554.2770507948
Government Bond,JP1201401C92,JAPAN (20 YEAR ISSUE) 1.7 % 09/20/2032 ,JP1201401C92,116.69,5801200.247999966,8524.284347445375,676942056.939116
CASH,USDCURR,CASH,,,,,123952021.70086126
