FINANCIAL TYPE,SYMBOL,SECURITY NAME,ISIN,PRICE,QUANTITY,REALISED P/L,MARKET VALUE
Equities,DOW,Dow Inc.,,53.63,143551.5120266318,-2115.387346048624,7698667.589988263
Equities,CPRT,Copart,,39.52,177166.55661009133,9841.997278309807,7001622.3172308095
Equities,CCL,Carnival,,9.21,3501.7590891003924,837.1872684855674,32251.201210614618
Equities,AEP,American Electric Power,,90.65,21633.7871208753,-1939.9649807666055,1961102.802507346
Equities,HCA,HCA Healthcare,,286.72,21226.420135826767,53424.65476626053,6086039.181344251
Equities,QRVO,Qorvo,,92.08,185554.39911811697,30262.14949773402,17085849.07079621
Equities,MCK,McKesson,,363.73,182883.95804625165,-78547.37052001647,66520382.06016312
Equities,CRL,Charles River Laboratories,,190.12,109987.03854987706,91467.16220581645,20910735.76910263
Equities,IQV,IQVIA,,188.23,105006.91061672887,86821.54064568203,19765450.785386875
Government Bond,NL0011819040,NETHERLANDS GOVERNMENT 0.5 % 07/15/2026 144A ,NL0011819040,104.47,31290.061725672163,564.4691836289351,3268872.748480971
Government Bond,IT0003745541,BUONI POLIENNALI DEL TES 2.4% 09/15/2035 144A,IT0003745541,179.5,4155.877053292961,-75.49315000461527,745979.9310660865
Government Bond,GB00B73ZYW09,UNITED KINGDOM I/L GILT 0.25% 03/22/2052 REGS,GB00B73ZYW09,271.37,5153.176299382656,-60.69677425607597,1398417.4523634713
Government Bond,GB00B7RN0G65,UNITED KINGDOM I/L GILT 0.125% 03/22/2044 REGS,GB00B7RN0G65,224.96,4761.662176511381,-12.84107858228551,1071183.5232280004
Government Bond,US912828B253,TSY INFL IX N/B 0.625% 01/15/2024,US912828B253,126.45,1892.7103214068416,-25.97983763025104,239333.22014189512
Government Bond,GB00BNNGP882,UNITED KINGDOM I/L GILT 0.125% 03/22/2051 REGS,GB00BNNGP882,212.97,1286.3489792055639,-6.018790748191987,273953.74210140895
Government Bond,US9128283R96,TSY INFL IX N/B 0.5% 01/15/2028 ,US9128283R96,125.71,11075.819803137565,345.0425371864421,1392341.3074524233
Government Bond,US912810QV35,TSY INFL IX N/B 0.75% 02/15/2042,US912810QV35,154.67,8963.750512789626,-184.4539084547063,1386423.2918131712
Government Bond,GB00BMBL1F74,UNITED KINGDOM GILT 0.625% 10/22/2050 REGS,GB00BMBL1F74,88.02,6561.435052032934,-63.06451963389971,577537.5132799388
Government Bond,US912828WU04,TSY INFL IX N/B 0.125% 07/15/2024 ,US912828WU04,124.44,13457.106639547726,-997.042085236481,1674602.3502253192
Government Bond,ES0000012C12,SPAIN I/L BOND 0.7 % 11/30/2033 144A ,ES0000012C12,130.62,5167.067231955538,144.57435099019585,674922.3218380323
Government Bond,GB00B4PTCY75,UNITED KINGDOM I/L GILT 0.375% 03/22/2062 REGS,GB00B4PTCY75,350.0,4911.526069005343,168.31081318634415,1719034.12415187
Government Bond,GB00B54QLM75,UNITED KINGDOM GILT 4% 01/22/2060 REGS,GB00B54QLM75,194.69,8782.348988124684,-500.1392203047113,1709835.5244979947
Government Bond,IT0004243512,BUONI POLIENNALI DEL TES 2.6% 09/15/2023 144A,IT0004243512,134.93,5470.234777739993,-8.38688406512876,738098.7785604573
Government Bond,GB00BLH38265,UNITED KINGDOM I/L GILT 0.125% 03/22/2039 REGS,GB00BLH38265,166.81,892.6969664986254,10.586556229393356,148910.7809816357
Government Bond,DE0001030567,DEUTSCHLAND I/L BOND 0.1 % 4/15/2026 REGS,DE0001030567,121.57,6090.89188770366,-9.861212830047634,740469.726788134
Government Bond,US912810SG40,TSY INFL IX N/B 1% 02/15/2049,US912810SG40,155.91,5520.1657253849435,15.066325497137935,860649.0382447665
Government Bond,US91282CCA71,TSY INFL IX N/B 0.125% 04/15/2026 ,US91282CCA71,114.02,10522.700476247674,-395.2814599819817,1199798.3083017597
Government Bond,JP1201401C92,JAPAN (20 YEAR ISSUE) 1.7 % 09/20/2032 ,JP1201401C92,116.73,5921887.710238705,-0.0,691261952.4161642
CASH,USDCURR,CASH,,,,,89254220.60398279
